city,year,weekofyear,week_start_date,ndvi_ne,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,station_avg_temp_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
sj,1990,18,1990-04-30,-0.16477479801979192,-0.031201609294415445,-0.2577165851461769,-0.8261818148235051,-0.8315322515294017,-1.957553046512317,-1.1345414965393852,0.05645847153639393,0.01451821592145104,-1.2450997338655925,-1.4285097237650464,-1.5993857672741367,-1.4693032679680598,-0.5172294415099314,4
sj,1990,19,1990-05-07,0.21625687025065946,-0.5665267731728026,-0.5570257136718737,-0.5431467676573126,-0.3610503549665293,-0.9095324384894798,-0.7828301190120095,0.25656444660210315,-0.5687278708876693,-0.6795400570657959,-0.40274155647260185,-0.3953251019755665,0.026334277460722384,-0.7861842079402573,5
sj,1990,20,1990-05-14,-0.892601673881003,-0.6429456991223137,-0.349328359345597,-0.22418804142771875,0.05890999603251902,0.10147628951573016,-0.9107251653855973,0.6167552017203934,-0.23022943074809446,-0.017702019873674844,-0.40274155647260185,-0.13357278343239726,0.4342354262140277,0.4059396216428089,4
sj,1990,21,1990-05-21,-0.11617271843890149,0.39961969905153455,0.5303383427858572,-0.746169984182293,0.2104746341975626,0.016738563961033424,-0.6229613110450155,0.49669161668096334,-0.7363177848783412,-0.2601135730011591,0.20810914987171147,0.442282317362568,0.7741530501751147,-0.953372305991541,3
sj,1990,22,1990-05-28,0.42812014457439895,0.7499648589925276,0.6852512048739641,-0.9595348658921918,0.6020166160011798,0.36542943514379195,-0.4630925030780216,0.6967975917466726,-0.8068382932407527,-0.2427552103240628,1.3952341076090675,1.3322402004093385,1.1820541989284177,-0.8879508763192995,6
sj,1990,23,1990-06-04,-0.11469571724699057,0.7961131712386667,-0.20191208800990929,-0.9034721546265808,0.6841141279107816,0.38588336894537656,-0.3032236951110277,0.9369247618255327,-0.21405119647671786,-0.3230880980382732,0.7267559760770425,1.018137418157537,1.1820541989284177,0.3223455726171671,2
sj,1990,24,1990-06-11,-0.24291448474755892,0.06642215717277997,0.18391957224698574,-1.0694830957529053,0.37256459423230504,0.3956233379093481,-0.6549350726384034,0.7768399817729517,0.28830371897551904,-0.02517015265680593,0.1620072098022203,-0.13357278343239726,0.7741530501751147,-0.019299671226760455,4
sj,1990,25,1990-06-18,-0.568362252149805,-0.7278332249012146,-0.8607451583519349,2.948525977671774,0.655695757978544,0.849505868448388,-0.8787514037921913,1.0569883468649401,-0.06844708803432711,0.1692031409715721,0.9342147065107681,0.7563850996143696,0.4342354262140277,-0.33186872410524726,5
sj,1990,26,1990-06-25,-0.32709589983056564,-1.1116245382541339,-0.9882615855001607,-0.6383989469920889,0.6462229687379241,0.7452882063293681,-0.3991449798912095,0.7768399817729517,0.24308762831961978,0.08342053475445112,0.8996382514788205,0.7563850996143696,0.4342354262140277,-0.33186872410524726,10
sj,1990,27,1990-07-02,-0.11469571724699057,-0.5913294720257029,0.07971790749835529,-0.7720241471445894,1.0703934480427848,0.9313216036548041,-0.33519745670441553,1.1770519319043702,-0.1348193311989497,-0.12669639014380182,0.8996382514788205,0.7563850996143696,1.5219718228895045,-1.0587734982412633,6
sj,1990,28,1990-07-09,0.4013351488661694,-0.12811854774435494,-0.5916090299500836,-0.5581149672670631,0.5978064869586028,0.5154249496888622,-0.49506626467140946,0.8969035668123818,0.500694897102311,-0.10045700471284853,0.27726206001628667,-0.3953251019755665,-0.31358334650036457,1.2164384448044667,8
sj,1990,29,1990-07-16,1.196627991360891,1.4908747303302101,1.1359757782614,0.44611515200529295,0.7114799652139822,0.7150943035638119,-0.43111874148461554,0.6167552017203934,0.3837138185246638,-0.00478416858763317,0.7382814611145859,0.18052999881940063,1.1820541989284177,-0.6553413485957744,2
sj,1990,30,1990-07-23,0.06051480783685148,0.3898826615224144,0.24188121573903676,-0.7156892867951645,0.631487517825648,0.4599071296624215,-0.49506626467140946,0.5367128116941142,0.4513305412486231,-0.20279060788932798,0.7267559760770425,-0.3953251019755665,0.4342354262140277,0.08610152102296194,6
sj,1990,31,1990-07-30,-0.11469571724699057,2.65410322833037,2.497755900031941,-0.2753520691846844,0.8556768779229087,0.6050326600664401,-0.1113811255506277,1.0169671518518117,0.1223731110639627,-0.2251950062245941,0.8304853413342452,1.018137418157537,0.4342354262140277,0.26782771455696597,17
sj,1990,32,1990-08-06,-0.11469571724699057,-0.5356189769800799,-0.7819180264730307,-0.3804016155367519,1.2451137944684518,0.8504798656856882,-0.2712499335176216,1.217073126917521,-0.4832736078132179,-0.35719929909709836,0.7959088862216177,0.442282317362568,0.7741530501751147,-0.684417539561215,23
sj,1990,33,1990-08-13,-0.11469571724699057,0.09436483206040956,-0.3844918736091553,1.305561958688789,0.9261965360706229,1.1933267561718466,-0.23927617192421557,1.097009541878091,2.914155589175898,0.2826380226186266,0.6691285509700108,0.18052999881940063,0.4342354262140277,0.5258789093752517,13
sj,1990,34,1990-08-20,0.38005457047145375,-0.48799032681100835,-0.3298153138150343,-0.28242794536383914,1.2019599743607448,0.9839174340147547,-0.2712499335176216,0.9369247618255327,-0.2385259611436724,-0.17392728392516818,0.911163736516364,0.442282317362568,0.7741530501751147,-0.9024889718020198,21
sj,1990,35,1990-08-27,0.8848748082305214,0.94217762509392,1.1853074838874602,-0.050012627786984946,1.0440801433685793,1.180664796859633,-0.3671712182978216,1.1770519319043702,0.3380829013489857,0.16536815387588494,1.164724407019578,-0.13357278343239726,1.5219718228895045,-0.6008234905355733,28
sj,1990,36,1990-09-03,0.7439011466082613,1.2332855590017229,0.45672758300366645,-0.37876872103387005,1.3472094189619017,0.5670467828115127,0.1444089671965662,0.8969035668123818,-0.05185402724317154,-0.7071923324816023,0.8996382514788205,0.18052999881940063,0.7741530501751147,-0.5826508711821728,24
sj,1990,37,1990-09-10,-0.1215426066010387,-1.1438007721465868,-0.6544340579533559,0.5928035081808485,1.453515171761206,1.3004664093209766,-0.14335488714403374,1.2971155169438002,-0.30987612254564156,-0.08854836055278997,1.1877753770946649,0.7563850996143696,1.5219718228895045,-0.15741157831260352,20
sj,1990,38,1990-09-17,0.4293284902454468,0.8037341701752464,1.474343456476773,2.7474078047334882,0.8514667488803316,0.7813260891097338,-0.5270400262648155,1.1770519319043702,0.20533841501974084,-0.076437874970359,0.8304853413342452,0.18052999881940063,1.1820541989284177,-0.9788139730863016,40
sj,1990,39,1990-09-24,-0.21713644376520283,-0.016982067043702583,0.6430103571434364,0.23438316479827587,1.27142709987938,0.5066589786440202,-0.3032236951110277,1.337136711956951,-0.6326111549336186,-0.724752536581071,0.911163736516364,0.18052999881940063,1.5219718228895045,-0.5244984892512915,27
sj,1990,40,1990-10-01,0.6887200276304053,0.17628871835395962,0.061040671652980674,-0.315630133589104,1.5282449589514553,0.9400875753814755,-0.015459840770427707,1.337136711956951,0.18459708903079633,-0.5168558673854109,1.25692828723924,0.442282317362568,1.1820541989284177,-0.6735139679491748,42
sj,1990,41,1990-10-08,0.22632641750939234,-0.31299334248001853,-0.5268527135480282,0.23519961204971682,0.8514667488803316,1.120276992692102,-0.49506626467140946,0.9369247618255327,-0.18273179423341163,0.2729496341470317,1.1416734370251735,0.442282317362568,1.5219718228895045,0.9983670125636621,33
sj,1990,42,1990-10-15,-0.11469571724699057,-0.28113421801249844,-0.4182069215736263,2.742509121224843,0.3641443368839156,0.8582718401750594,-0.5909875494516095,0.6967975917466726,-0.18273179423341163,0.48649786328210193,0.33488948520399825,0.18052999881940063,0.7741530501751147,1.1473824912615451,43
sj,1990,43,1990-10-22,0.02533825422508445,-1.063358705595712,-0.9838174582743895,2.292918834764699,0.14837523413504441,0.6624984738856906,-0.7828301190120095,0.5767340067072425,2.608013617579076,0.46974502490037306,-0.3566396164031107,-0.13357278343239726,-0.31358334650036457,2.226836080853529,37
sj,1990,44,1990-10-29,0.8796386436559801,1.7398204470996708,1.3419974558887329,1.5940399875312543,0.7556863179507263,0.8514538622411978,-0.6229613110450155,1.097009541878091,-0.38952281434318853,0.08604447328765563,0.6115011257822991,0.442282317362568,0.4342354262140277,-0.8697782569658992,57
sj,1990,45,1990-11-05,0.07689433618979682,-0.3298579329714069,-0.13583578738011415,-0.6073739514373332,0.93672185794028,0.8719077960427825,-0.3671712182978216,1.097009541878091,-0.7155764588893967,-0.06533659651391113,1.0148931016928868,0.442282317362568,1.1820541989284177,-0.858874685353859,71
sj,1990,46,1990-11-12,1.1901834811153018,-0.2993754190448319,0.5168139142229501,-0.6198928092927609,1.2145903607517112,0.27387373165523365,-0.33519745670441553,1.217073126917521,-1.018399818327987,-0.9112540145815752,0.26573657505942305,0.18052999881940063,0.026334277460722384,0.3150765248758069,44
sj,1990,47,1990-11-19,1.0403486179053567,-1.0217981072728959,-0.9641434720439285,-0.6188042129575063,0.5967539543295657,0.06154241914982233,-0.5590137878582034,0.49669161668096334,0.20948668021752984,-0.5689309554025747,-0.33358864632802665,-0.3953251019755665,0.026334277460722384,-0.7498389692334566,56
sj,1990,48,1990-11-26,-0.050652993899559344,-0.3527209297811453,-0.7450152706962824,-0.24949790622238788,-0.34105224238268106,-0.32318633617684434,-1.0066464501657972,0.2965856416152541,0.5247548352494866,-0.11196196601403718,-0.817659017420733,-0.7094278842273662,-1.0614021192147545,-0.12833538734716285,53
sj,1990,49,1990-12-03,-0.26788696194921646,0.9808812749528578,0.7442177134082386,-0.8931304894416622,-0.1168628822854204,-0.3426662727411675,-0.8148038806053973,0.37662803164153325,1.6655277646414361,-0.32066600091330993,-0.990541292822511,-1.5993857672741367,0.026334277460722384,1.409068209950511,52
sj,1990,50,1990-12-10,-0.17484434527852477,-0.13637524735054218,0.18005564300656318,-1.1641909769200542,-0.36736554779360925,-2.2370901418009117,-0.8787514037921913,0.1365008615626958,-1.1428477742616543,-1.901084369681806,-2.0393604301900368,-1.5993857672741367,-1.877204416721365,-0.9969865924397019,47
sj,1990,51,1990-12-17,1.2089797008103427,0.8930656733624306,1.4343503687734005,0.26323096768252247,-0.29789842227497404,-0.4955837776345572,-0.7828301190120095,0.09647966654954487,0.027377838034596747,-0.29604134688958006,-1.2095255082937773,-0.9711802027705336,-0.7214844952536675,-0.3791175344240883,26
sj,1990,52,1990-12-24,1.2844344434570412,-0.4345025613793986,-0.47403305779559446,-1.1641909769200542,-0.4884067515051475,-2.1679363652249184,-1.1345414965393852,-0.1836686985424435,-1.086431367571725,-1.7656487725724825,-1.659019424354536,-1.861138085817304,-0.7214844952536675,-0.33913777184660754,27
sj,1991,1,1991-01-01,0.027754945567180292,-0.7274094244548096,-0.39705065797267086,-1.1641909769200542,-1.2093913143130155,-2.303321927346795,-1.390331589286579,-0.743965428726443,-1.113809917877132,-1.305450320355371,-2.2813956157363897,-1.5993857672741367,-2.217122040682452,-0.9061234956726999,21
sj,1991,2,1991-01-08,-0.11469571724699057,0.7603375971912556,-0.7986937276624607,-0.7328346790754242,-0.7568024650759171,-1.3653629628213295,-1.294410304506379,0.016437276523265737,-0.2206884207931801,-0.7840939159448683,-1.8549526697507182,-2.1752408680691038,-0.7214844952536675,0.053390806186841146,21
sj,1991,3,1991-01-15,-0.11469571724699057,0.879518877274892,0.287092027981979,-1.1641909769200542,-0.942048133371283,-1.2767292496810518,-1.294410304506379,0.1365008615626958,-0.1763019831768388,-0.519681647355115,-1.589866514129281,-1.5993857672741367,-0.7214844952536675,-0.49905682215653097,26
sj,1991,4,1991-01-22,1.5164368122982461,0.30287909715097316,0.08229295869673289,-1.1641909769200542,-0.6020802304973335,-1.9789809768694113,-0.9746726885723912,0.09647966654954487,-1.2838887909864771,-1.4949794197620807,-2.0163094601149525,-1.5993857672741367,-2.625023189435755,-0.8516056376124987,34
sj,1991,5,1991-01-29,-0.41369400625566816,0.6411563171076186,-0.014502728970849511,-1.1641909769200542,-0.4841966231993352,-1.8494393961259257,-1.0386202117591852,-0.30373228358187354,-1.0764755310970318,-1.468538192894628,-1.9241055798952933,-1.2852829850223353,-2.217122040682452,-0.8843163524486194,37
sj,1991,6,1991-02-05,1.9095519372791772,0.8069097098837997,0.393935013628945,-1.1641909769200542,-0.7083859832965959,-1.455944669754417,-1.1665152581327913,-0.30373228358187354,-0.49613322992636344,-0.9019693089688502,-1.7396978195366517,-1.2852829850223353,-1.0614021192147545,-0.8334330182590983,17
sj,1991,7,1991-02-12,-0.5788345812988871,1.1210554953309768,0.9557789969749384,-0.672961880636422,-1.3388527761097078,-1.5767202787712313,-1.0066464501657972,-0.663923038700141,-0.42519789504417327,-0.46377157224226406,-1.6705449093113995,-0.13357278343239726,-2.217122040682452,-0.8952199240606598,19
sj,1991,8,1991-02-19,-0.11469571724699057,-1.3655802875735803,-1.0450641854643705,-1.1641909769200542,-0.9483633269351277,-1.1277077323732432,-1.0386202117591852,0.016437276523265737,-0.22608116555030563,-0.3444832892334291,-1.1057961430365746,-0.13357278343239726,-1.4693032679680598,-0.4518080118376899,25
sj,1991,9,1991-02-26,0.2186735615927553,-0.9345678244808253,-0.07085496546391447,-0.2990290394764716,-0.8810012652009953,-1.280625237266633,-1.1345414965393852,0.016437276523265737,-0.32563953029723935,-0.5935556094263046,-1.5783410291724171,-0.9711802027705336,-1.4693032679680598,0.017045567480040345,18
sj,1991,10,1991-03-05,0.5453296746660493,0.6978892677756877,0.2662251871522695,-1.1641909769200542,-0.6810201459933953,-1.195887511711936,-0.9746726885723912,0.25656444660210315,-0.9686206359545201,-0.6870081898489291,-0.9674903227474241,-0.7094278842273662,-1.0614021192147545,-0.7025901589146154,21
sj,1991,11,1991-03-12,-0.11469571724699057,0.18761426664722738,0.5933243114890282,-1.1641909769200542,-0.9357329405441612,-1.329325079359212,-1.0386202117591852,-0.023583918489885208,-0.7583035904266224,-0.5707475282321686,-1.0366432328919992,-0.3953251019755665,-1.0614021192147545,-0.9679104014742612,17
sj,1991,12,1991-03-19,-0.12207991764276448,-0.7938794126519986,-0.5054394858043773,-1.1641909769200542,-0.9536259878699771,-1.3848429000674434,-0.9426989269790034,-0.1436475035293153,-0.8524692104164308,-0.606877143557089,-0.9098628976403923,-0.13357278343239726,-0.7214844952536675,-0.8915854001899797,17
sj,1991,13,1991-03-26,1.106002066032295,0.7008173435872141,0.6858692712592886,-1.1641909769200542,-0.9073145706119236,-1.053683971656198,-0.7508563574186033,-0.023583918489885208,-0.4310054663210776,-0.30754630820489787,-0.9329138677154764,-0.13357278343239726,0.026334277460722384,-0.12106633960580272,16
sj,1991,14,1991-04-02,0.20981236000507048,0.8879859952845389,0.34215538643299903,-0.8125743606328227,-1.2062337178994755,-1.9127491913235282,-1.2624365429129911,-0.1436475035293153,-0.4459392210331178,-0.920538720194302,-1.589866514129281,-1.861138085817304,-1.0614021192147545,-0.949737782120861,16
sj,1991,15,1991-04-09,0.2694240797767689,-0.2379154633976285,-0.26109769228690366,-1.0009015266318662,-0.9788867606519102,-1.138421697210895,-1.3263840660997852,0.05645847153639393,-0.4923997912483534,-0.3602269204891748,-1.5437645740597896,-1.861138085817304,-0.7214844952536675,-0.41546277313088914,15
sj,1991,16,1991-04-16,-0.5288896268955722,-0.5488501454624283,0.12840585032482113,0.048777489637368845,-1.044143757864733,-2.1241065072734298,-1.4223053508799852,0.09647966654954487,-0.4044565690552287,-1.247118148131684,-1.3708822986580118,-1.5993857672741367,-0.7214844952536675,-0.39365562990680875,23
sj,1991,17,1991-04-23,-0.11469571724699057,-0.18188785892707332,0.38234322590767733,-0.27371917468180246,-0.4620934468309841,-0.8569366081295292,-1.198489019726179,0.37662803164153325,-0.49571840340658463,-0.5271497801382461,-0.5525728617992958,0.18052999881940063,-0.31358334650036457,-0.9715449253449414,16
sj,1991,18,1991-04-30,0.5325751833262481,-0.36182374846039983,-0.27726344174814627,-1.1641909769200542,0.09574862331314611,-0.2150726857904529,-0.7508563574186033,0.5367128116941142,-0.965302023796289,-0.3981731086578163,0.08132881462010162,-0.13357278343239726,0.4342354262140277,-0.9969865924397019,17
sj,1991,19,1991-05-07,-0.21834478943625074,-1.395922028624601,-1.1561578990086585,-0.20132751838737234,-0.04634322413770618,-0.32221233893958284,-0.7828301190120095,0.5767340067072425,-0.45838401662648437,-0.3725392475081033,-0.2298592810708239,-0.3953251019755665,0.4342354262140277,0.3623253351946481,12
sj,1991,20,1991-05-14,-0.11469571724699057,-0.7325957935541733,-1.356126042411234,-1.050976958053577,-0.2768477777988534,-0.45467591003134916,-1.0386202117591852,0.336606836628405,0.15431475308693712,-0.298261602592173,-0.5525728617992958,-0.9711802027705336,0.4342354262140277,0.09337056876432195,17
sj,1991,21,1991-05-21,-0.6134738238689281,-1.5332723451191033,-0.8259684427452756,0.22812373587056187,-0.08633944856867987,-0.10988102643417154,-0.9426989269790034,0.49669161668096334,1.1469946149178227,-0.12387061017409776,0.13895623972713625,-0.3953251019755665,0.4342354262140277,-0.9679104014742612,10
sj,1991,22,1991-05-28,-0.023801136397531862,0.20342083784234552,0.8172496276479372,0.34269850015610714,0.07890810861636731,-0.007611357426170843,-0.7188825958251973,0.6167552017203934,0.4874204484693865,-0.1539449827007362,0.5884501557878921,0.442282317362568,0.7741530501751147,-0.8952199240606598,15
sj,1991,23,1991-06-04,-0.46081948742653805,-1.2001099223682505,-0.4157914586322911,-0.9442945171986278,0.6020166160011798,-0.24526658787421854,-0.5590137878582034,0.6567763967335216,-1.1055133874815541,-0.8624083893929854,0.6921795209644149,0.442282317362568,0.7741530501751147,-0.3500413434586477,19
sj,1991,24,1991-06-11,-0.2735259084141068,-0.40246710036249994,-0.30701718458654204,-0.9984521848775435,0.8767275216622646,0.1414101605634286,-0.49506626467140946,1.0569883468649401,-1.071497612859685,-0.7265691094247939,0.8189598562967018,0.7563850996143696,1.1820541989284177,-0.7571080169748166,21
sj,1991,25,1991-06-18,-0.672279979859928,-1.044095048940932,-0.8930103875744623,0.04006871895533215,0.791472413339081,0.6917183794139465,-0.4630925030780216,1.0569883468649401,-0.6077215637468851,-0.10691593035586937,1.3837086225715267,0.7563850996143696,1.9298729716428098,-0.9788139730863016,14
sj,1991,26,1991-06-25,-0.510764441829853,-0.22930609069268468,-0.5197361592382265,0.8431806652894035,0.522024167876081,0.6430185373213674,-0.2712499335176216,0.7768399817729517,0.25511759739320755,0.08019107192587711,0.565399185712808,0.18052999881940063,0.4342354262140277,-0.6480723008544141,18
sj,1991,27,1991-07-02,-0.11469571724699057,0.013924247329277413,0.02008058730736033,-0.43755292313761773,0.49360579794384335,0.45016716138027923,-0.3032236951110277,0.6567763967335216,0.8437564289594538,-0.0683642179059876,0.9342147065107681,0.18052999881940063,1.1820541989284177,-0.20102586476076445,13
sj,1991,28,1991-07-09,-0.3718046896593395,-0.9267141798446459,-0.3889035422063756,-0.9973635885422888,0.9577725016796358,0.34497550134216853,-0.3991449798912095,0.8568823717992308,-0.5372010553844737,-0.6076845092748289,0.9687911616233956,0.18052999881940063,1.5219718228895045,-0.9315651627674606,14
sj,1991,29,1991-07-16,-0.11469571724699057,-1.49308687551749,-1.082352387455162,-0.3567246452449646,1.129335251691763,0.5426968614243471,-0.3671712182978216,1.137030736891242,-0.33393606069281717,-0.5562149455389054,1.279979257314324,0.7563850996143696,1.1820541989284177,-0.6553413485957744,18
sj,1991,30,1991-07-23,-0.5071394048167092,-0.9269616437416728,-0.9143275918753164,0.3756285392975584,0.8156806542287417,0.7141203070083411,-0.3991449798912095,0.9769459568386609,-0.1763019831768388,-0.09823674901025564,0.6345520958573833,0.18052999881940063,1.5219718228895045,0.4677265274443703,23
sj,1991,31,1991-07-30,-0.11469571724699057,-0.1473822043991346,-0.5050526871474783,0.15328273782180907,0.8483091524667916,0.813467985668061,-0.43111874148461554,1.0169671518518117,0.11366175414860596,-0.03970273536420018,1.0955714968750025,0.442282317362568,1.9298729716428098,-0.4445389640963298,25
sj,1991,32,1991-08-06,-0.5631260875752638,-0.11859341043843773,0.1715541872119197,-0.8025048445317179,0.8325211689255204,0.8066500077341995,-0.49506626467140946,0.9369247618255327,-0.0062231100674935,-0.03082171259621606,1.0379440717679709,0.18052999881940063,1.5219718228895045,-0.6444377769837342,62
sj,1991,33,1991-08-13,-0.674696671202024,-0.6740639137184966,-0.5406030000679356,-1.1641909769200542,1.2661644389445723,0.8173639725718513,-0.17532864873742163,1.1770519319043702,-0.4666805470220623,-0.4211830312743227,1.7871005984821144,0.442282317362568,2.3377741203961153,-0.9788139730863016,60
sj,1991,34,1991-08-20,-0.694030201938791,-1.0680160650469406,-0.7160337727288287,0.2477184699051446,1.1861719908194734,0.8835957581177345,-0.23927617192421557,1.0169671518518117,-0.2563635014941647,-0.2716185343023498,1.6603202631498277,1.018137418157537,1.5219718228895045,-1.044235402758543,76
sj,1991,35,1991-08-27,-0.5941402931321611,0.36232081430865265,-0.13892747174959466,0.3380719657312753,1.0430276107395422,0.9439835629670563,-0.33519745670441553,1.137030736891242,-0.32563953029723935,-0.0824931177545099,0.7613324311089902,-0.13357278343239726,1.1820541989284177,-0.7098592066559757,66
sj,1991,36,1991-09-03,-0.2819843281114425,-0.900782334347827,-0.4633203579309155,0.6292714854118773,1.0346073533911948,1.0316432795518242,-0.33519745670441553,1.0569883468649401,0.44303401085304517,0.01862943687361605,1.3952341076090675,1.018137418157537,1.5219718228895045,-0.11016276799376246,64
sj,1991,37,1991-09-10,-0.3085679328744972,-1.3115427670174378,-0.703668387693763,-0.25085865164145604,1.3545771444180608,0.7949620449774569,-0.17532864873742163,1.1770519319043702,-0.8400244148230639,-0.5017177604109055,1.4182850776034746,0.7563850996143696,0.7741530501751147,1.1183063002961047,68
sj,1991,38,1991-09-17,-0.26788696194921646,-0.4744420489037274,-0.37599177025736813,-0.36053473241835565,1.3451043544406343,1.1017710520014978,-0.1113811255506277,1.217073126917521,-0.11822627040779399,-0.18381751381913541,1.3721831375339832,0.442282317362568,1.5219718228895045,-0.8116258750350178,89
sj,1991,39,1991-09-24,0.19772890329459103,-0.43210349521600727,0.29037711167990904,0.8374655345293167,1.0009263225241076,0.8894397394960865,-0.3032236951110277,0.9769459568386609,1.901978880915404,-0.10651224749699945,0.7498069461521265,0.18052999881940063,1.5219718228895045,0.05702533005752128,92
sj,1991,40,1991-10-01,-0.1124131522743811,-0.349545390072592,-0.015082926956198018,-0.3020226793984217,0.6988495788230157,0.7579501649598297,-0.5590137878582034,1.0169671518518117,1.1760324713023451,0.0434559323197163,0.42709336542365756,0.18052999881940063,0.7741530501751147,-0.135604435088523,140
